Title,Artist,Nationality,Gender,Date,Medium,Classification,Department,DateAcquired,Height (cm),Width (cm)
"Rejected plate for page 63 (1st supplementary suite, plate 7) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,21.1,13.2
"Duplicate of in-text plate from page 75 (1st supplementary suite, plate 8) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,13.9,18.4
"Duplicate of in-text plate from page 86 (1st supplementary suite, plate 9) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,9,9.9
"Duplicate of in-text plate from page 93 (1st supplementary suite, plate 10) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12.8,15.9
"Rejected plate for in-text plate from page 93 (1st supplementary suite, plate 11) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,11.1,16.6
"Duplicate of in-text plate from page 108 (2nd supplementary suite, plate 12) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12.1,10.8
"Rejected plate for in-text plate from page 108 (1st supplementary suite, plate 13) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,11.1,13.2
"Duplicate of in-text plate from page 118 (1st supplementary suite, plate 14) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12.6,6.7
"Duplicate of plate from page 128 (1st supplementary suite, plate 15) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,18.1,13.6
"Duplicate of in-text plate from page 139 (1st supplementary suite, plate 16) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12,15.2
"Duplicate of in-text plate from page 15 (2nd supplementary suite, plate 1) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,9.9,10.8
"Duplicate of in-text plate from page 25 (2nd supplementary suite, plate 2) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,13.4,10.7
"Duplicate of in-text plate from page 37 (2nd supplementary suite, plate 3) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12.8,17.4
"Duplicate of in-text plate from page 49 (2nd supplementary suite, plate 4) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,14.4,11.1
"Rejected plate for in-text plate from page 49 (2nd supplementary suite, plate 5) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,15.2,10.7
"Duplicate of plate from page 63 (2nd supplementary suite, plate 6) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,16.4,11.8
"Rejected plate for page 63 (2nd supplementary suite, plate 7) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,21.2,13.1
"Duplicate of in-text plate from page 75 (2nd supplementary suite, plate 8) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,13.9,18.4
"Duplicate of in-text plate from page 86 (2nd supplementary suite, plate 9) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,9,9.9
"Duplicate of in-text plate from page 93 (2nd supplementary suite, plate 10) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12.8,15.8
"Rejected plate for in-text plate from page 93 (2nd supplementary suite, plate 11) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,11.1,16.7
"Duplicate of in-text plate from page 108 (2nd supplementary suite, plate 12) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12.1,10.8
"Rejected plate for in-text plate from page 108 (2nd supplementary suite, plate 13) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,11.1,13.2
"Duplicate of in-text plate from page 118 (2nd supplementary suite, plate 14) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12.6,6.7
"Duplicate of plate from page 128 (2nd supplementary suite, plate 15) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,18.2,13.6
"Duplicate of in-text plate from page 139 (2nd supplementary suite, plate 16) from TÊTE D'OR",Roger de La Fresnaye,(French),(Male),1911-1950,,Illustrated Book,Drawings & Prints,10/6/64,12.1,15.1
TOI ET MOI,Pierre Laprade,(French),(Male),-1924,"51 line block reproductions after pen and ink drawings (including duplicates on front and back cover), 12 with pochoir (after watercolors), printed in color; and 4 added pen and ink drawings, 1 with watercolor",Illustrated Book,Drawings & Prints,10/6/64,19,13.5
Supplementary drawing (original for line block from page 39) from TOI ET MOI,Pierre Laprade,(French),(Male),1924,Pen and ink,Illustrated Book,Drawings & Prints,10/6/64,4.6,5.5
Supplementary drawing (original for line block from page 67) from TOI ET MOI,Pierre Laprade,(French),(Male),1924,Pen and ink,Illustrated Book,Drawings & Prints,10/6/64,7.3,13.8
Supplementary drawing (not used in book) from TOI ET MOI,Pierre Laprade,(French),(Male),1924,Pen and ink and watercolor,Illustrated Book,Drawings & Prints,10/6/64,9.4,8
Supplementary drawing (not used in book) from TOI ET MOI,Pierre Laprade,(French),(Male),1924,Pen and ink,Illustrated Book,Drawings & Prints,10/6/64,6.3,7.3
Frontispiece from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,17.2,11.9
Sylvie,Pierre Laprade,(French),(Male),1938.  (Commissioned by Vollard;  released in 1940 by Lucien Vollard and Martin,"38 etching and lift ground aquatints, 23 with roulette (executed by Roger Lacourière after Laprade drawings), printed in color",Illustrated Book,Drawings & Prints,10/6/64,32,25
Headpiece (page 23) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,10.1,15.3
In-text plate (page 25) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,15.1,14.5
Tailpiece (page 29) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,13.8,13.3
Headpiece (page 31) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,11.6,11
Tailpiece (page 35) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,2.7,5.9
Headpiece (page 37) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,8.9,13.3
In-text plate (page 40) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,8.9,8.9
In-text plate (page 42) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,8.8,11.1
In-text plate (page 43) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,6.5,10
Tailpiece (page 45) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,9.8,12.5
Title page from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,5.8,7.2
Headpiece (page 47) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,11.2,12.5
Tailpiece (page 51) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,7,4.3
Headpiece (page 53) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,7.2,14.6
Tailpiece (page 57) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,6.3,3
Headpiece (page 59) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,9.1,7.8
In-text plate (page 63) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,5.6,7.9
Tailpiece (page 65) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,14.5,14
Headpiece (page 67) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,12,10.8
In-text plate (page 69) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,13.5,11.2
Tailpiece (page 71) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,3.9,6.1
Headpiece (page 1) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,11.6,12.1
Headpiece (page 73) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,6.3,12.1
Headpiece (page 79) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,7.7,11.5
Tailpiece (page 83) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,7.8,10.7
Headpiece (page 85) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,14.2,12.1
In-text plate (page 87) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,6.8,10.8
Tailpiece (page 91) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,7,8.6
Headpiece (page 93) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,9.6,13.3
Tailpiece (page 97) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,3.2,7.8
Headpiece (colophon) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,12.8,9.3
In-text plate (page 3) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,14.3,11
Tailpiece (page 9) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,6.2,8.8
Headpiece (page 11) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint with roulette, printed in color",Illustrated Book,Drawings & Prints,10/6/64,8.9,13.9
Tailpiece (page 15) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,7.5,9.8
Headpiece (page 17) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,14.2,10.8
Tailpiece (page 21) from SYLVIE,Pierre Laprade,(French),(Male),1938-1940,"Etching and lift ground aquatint, printed in color",Illustrated Book,Drawings & Prints,10/6/64,7.5,8.1
Frontispiece from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,13.9,9.2
Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,24,15.5
Headpiece (page 147) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,11.8,8.8
Headpiece (page 159) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,11.8,8.9
Headpiece (page I) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,6.2,8.9
Tailpiece (page II) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,4.6,9.2
Headpiece (page 1) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,11.7,8.9
Headpiece (page 19) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,11.8,8.9
Headpiece (page 45) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,11.8,8.8
Headpiece (page 59) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,11.8,8.9
Headpiece (page 79) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,11.8,8.9
Headpiece (page 125) from Lettres espagnoles,Marie Laurencin,(French),(Female),1926,Etching from an illustrated book with eleven etchings,Illustrated Book,Drawings & Prints,10/6/64,11.8,8.8
Jeune fille au nœud noir (Girl with the Black Bow) (frontispiece) from Dix filles dans un pré (Ten Girls in a Meadow),Marie Laurencin,(French),(Female),1926,One from an illustrated book with four etchings,Illustrated Book,Drawings & Prints,10/6/64,13,8
Dix filles dans un pré (Ten Girls in a Meadow),Marie Laurencin,(French),(Female),1926,Illustrated book with four etchings,Illustrated Book,Drawings & Prints,10/6/64,19,14
"Trois jeunes filles jouant à l'arc (Three Girls Playing Archery) (plate, folio before page 1) from Dix filles dans un pré (Ten Girls in a Meadow)",Marie Laurencin,(French),(Female),1926,One from an illustrated book with four etchings,Illustrated Book,Drawings & Prints,10/6/64,13,8
"La Ronde (The Round) (plate, facing page 28) from Dix filles dans un pré (Ten Girls in a Meadow)",Marie Laurencin,(French),(Female),1926,One from an illustrated book with four etchings,Illustrated Book,Drawings & Prints,10/6/64,12.9,8
"Huit filles dans un pré (Eight Girls in a Meadow) (plate, facing page 72) from Dix filles dans un pré (Ten Girls in a Meadow)",Marie Laurencin,(French),(Female),1926,One from an illustrated book with four etchings,Illustrated Book,Drawings & Prints,10/6/64,12.9,8
Camille: La Dame aux camélias,Marie Laurencin,(French),(Female),1937,Illustrated book with twelve collotypes after watercolors,Illustrated Book,Drawings & Prints,10/6/64,27,21
Les Petites filles (The Little Girls),Marie Laurencin,(French),(Female),1942,Illustrated book with nine relief halftone reproductions,Illustrated Book,Drawings & Prints,10/6/64,27.7,21.8
"Jeune femme inquiète (Young, Worried Woman) (plate, page 10) from Antarès",Marie Laurencin,(French),(Female),1944,One from an illustrated book with five etchings,Illustrated Book,Drawings & Prints,10/6/64,15.8,11.4
Antarès,Marie Laurencin,(French),(Female),1944,Illustrated book with five etchings,Illustrated Book,Drawings & Prints,10/6/64,24.5,19
"Trois jeunes filles (Three Young Girls) (plate, page 20) from Antarès",Marie Laurencin,(French),(Female),1944,One from an illustrated book with five etchings,Illustrated Book,Drawings & Prints,10/6/64,15.8,11.3
"Jeune abandonée (Deserted Young Woman) (plate, page 34) from Antarès",Marie Laurencin,(French),(Female),1944,One from an illustrated book with five etchings,Illustrated Book,Drawings & Prints,10/6/64,15.9,11.4
